id,category,difficulty,question_type,question,gold_summary,gold_key_points,decision,legal_caution,requires_multi_hop,unanswerable,gold_documents,gold_quotations,claim_evidence_mapping,decision_should_identify,decision_should_warn_about,decision_should_not_claim
G77,Intellectual Property,medium,comparison,How does copyright differ from trade marks and designs in the Hub's explanation?,"Copyright protects original creative works automatically, while trade marks and designs are industrial property rights with different protection mechanisms, including registration.",copyright automatic on original work | trade marks/designs have different protection mechanisms,different rights,,False,False,Legal brief 9 | Legal brief 10,"af0abd28e801-legal-brief-9-chunk-3: IP rights encompass copyright and industrial property rights, such as trade marks, designs, patents and geographical indications. [Legal brief 9] | af0abd28e801-legal-brief-10-chunk-3: IP rights encompass copyright and industrial property rights, such as trade marks, designs, patents and geographical indications. [Legal brief 10]","copyright automatic on original work -> af0abd28e801-legal-brief-9-chunk-3, af0abd28e801-legal-brief-10-chunk-3",,,
G78,Intellectual Property,medium,scenario_application,I design a logo for my influencer brand. Which IP category might be relevant?,"A distinctive logo can be relevant to trade-mark protection, subject to the applicable requirements.",logo | trade mark,potentially trade mark,,False,False,Legal brief 10 | Legal brief 10,"af0abd28e801-legal-brief-10-chunk-30: Hence, whenever an influencer wishes to commercially use someone's trade mark or design (e.g. an unaffiliated company logo or distinctive shape created by others for their own merchandising items) they should ask permission before doing so. [Legal brief 10] | af0abd28e801-legal-brief-10-chunk-7: A trade mark may consist of a word, a figurative element or the combination of both, as long as it is distinctive and non-descriptive, among other requirements. [Legal brief 10]","logo -> af0abd28e801-legal-brief-10-chunk-30, af0abd28e801-legal-brief-10-chunk-7",,,
G79,Intellectual Property,medium,scenario_application,I create the visual appearance of a product and want protection for its appearance. Which IP right should I investigate?,Design protection is the relevant IP category to investigate for the visual appearance of products.,visual appearance | designs,design protection,,False,False,Legal brief 10 | Legal brief 9,"af0abd28e801-legal-brief-10-chunk-12: A **design** protects the appearance of either the whole product or part of it that results from its features, particularly the lines, contours, colours, shape, texture or materials of the product itself or its ornamentation (e.g. graphic user interface or an icon). [Legal brief 10] | af0abd28e801-legal-brief-9-chunk-5: This includes literary (e.g. a book but also computer programs fall under this category), artistic (e.g. memes), musical, visual and audiovisual works and databases. [Legal brief 9]","visual appearance -> af0abd28e801-legal-brief-10-chunk-12, af0abd28e801-legal-brief-9-chunk-5",,,
G80,Intellectual Property,hard,decision_support,"I want to promote a product using a third party's music, image and logo. What should I do before publishing?",Identify the different IP rights involved and verify that the intended uses are authorised or otherwise lawful.,different IP rights can apply to different assets | check authorisation,verify rights before publication,,False,False,Legal brief 9 | Legal brief 10,"af0abd28e801-legal-brief-9-chunk-31: To use third party's content you must seek authorisation of the author or the rights holder either directly from the rights holder or from a collective management organisation, or using the work in the terms established in an open license. [Legal brief 9] | af0abd28e801-legal-brief-10-chunk-30: Moreover, if someone uses one of their rights without authorisation, the rights holder should act to enforce it, initiating a judicial proceeding if necessary. [Legal brief 10]","different IP rights can apply to different assets -> af0abd28e801-legal-brief-9-chunk-31, af0abd28e801-legal-brief-10-chunk-30","copyright, trade marks, permissions",one permission may not cover every right,
H81,Case Law,hard,case_law,What was the core issue in Kamenova (C-105/17) as presented by the Hub?,The case concerned whether an individual selling products online qualified as a trader.,individual seller | trader status,trader-status analysis,,False,False,Legal brief 3 | Legal brief 3,"af0abd28e801-legal-brief-3-chunk-13: In this case, a Bulgarian citizen had published a total of eight product ads on olx.bg, and the question the Court had to answer was whether she qualified as a trader or not. [Legal brief 3] | af0abd28e801-legal-brief-3-chunk-24: In its ruling, the Court ended up saying that just because this Bulgarian citizen wanted to sell eight products on an online platform, it did not automatically make her a trader. [Legal brief 3]","individual seller -> af0abd28e801-legal-brief-3-chunk-13, af0abd28e801-legal-brief-3-chunk-24",,,
H82,Case Law,hard,case_law,What does Kamenova add to the general trader definition?,It provides contextual factors that can help determine whether an individual is acting for business purposes.,contextual criteria | individual trader status,interpret using factors,,False,False,Legal brief 3 | Legal brief 3,"af0abd28e801-legal-brief-3-chunk-13: To answer this, the Court proposed a number of criteria that may be helpful in determining when someone acts for purposes relating to their business (para. 38 of the judgment): [Legal brief 3] | af0abd28e801-legal-brief-3-chunk-5: The UCPD defines a 'trader' as 'any natural or legal person who, in commercial practices covered by this Directive, is acting for purposes relating to his trade, business, craft or profession and anyone acting in the name of or on behalf of a trader'. [Legal brief 3]","contextual criteria -> af0abd28e801-legal-brief-3-chunk-13, af0abd28e801-legal-brief-3-chunk-5",,,
H83,Case Law,hard,case_law,What does Peek & Cloppenburg contribute to the influencer advertising analysis?,"The Hub uses it to explain that payment for advertising can include non-cash value, such as exchanging copyright-protected photos.",non-cash value can constitute payment/consideration | advertising relationship,potential disclosure,,False,False,Legal brief 6 | Legal brief 1,"af0abd28e801-legal-brief-6-chunk-5: This was explained by the Court of Justice of the European Union in the Peek and Cloppenburg case, where advertising services were offered in exchange for copyright-protected photos. [Legal brief 6] | af0abd28e801-legal-brief-1-chunk-1: According to the Influencer Marketing Hub, influencer marketing is expected to reach a global value of $21.1 billion in 2023. [Legal brief 1]","non-cash value can constitute payment/consideration -> af0abd28e801-legal-brief-6-chunk-5, af0abd28e801-legal-brief-1-chunk-1",,,
H84,Case Law,hard,scenario_application,A brand provides valuable services to an influencer in exchange for advertising. Does the absence of a cash transfer necessarily remove the disclosure issue?,No. The Hub's discussion of Peek & Cloppenburg supports considering non-cash benefits where linked to advertising.,non-cash benefit | link to advertising,no,,False,False,Legal brief 6 | Legal brief 5,"af0abd28e801-legal-brief-6-chunk-5: This was explained by the Court of Justice of the European Union in the Peek and Cloppenburg case, where advertising services were offered in exchange for copyright-protected photos. [Legal brief 6] | af0abd28e801-legal-brief-5-chunk-4: **Influencer marketing. ** Influencer marketing generally consists of advertising goods or services for money or advertising in exchange for goods, services, or other benefits. [Legal brief 5]","non-cash benefit -> af0abd28e801-legal-brief-6-chunk-5, af0abd28e801-legal-brief-5-chunk-4",,,
H85,Case Law,hard,comparison,How do Kamenova and Peek & Cloppenburg address different problems?,Kamenova is used to assess trader status; Peek & Cloppenburg is used to explain the breadth of payment/value in advertising relationships.,Kamenova: trader status | Peek & Cloppenburg: advertising consideration/value,different legal questions,,False,False,Legal brief 8 | Legal brief 6,"af0abd28e801-legal-brief-8-chunk-7: d) if different from the address provided in accordance with point (c), the geographical address of the place of business of the trader, and, where applicable, that of the trader on whose behalf he is acting, where the consumer can address any complaints; [Legal brief 8] | af0abd28e801-legal-brief-6-chunk-5: This was explained by the Court of Justice of the European Union in the Peek and Cloppenburg case, where advertising services were offered in exchange for copyright-protected photos. [Legal brief 6]","Kamenova: trader status -> af0abd28e801-legal-brief-8-chunk-7, af0abd28e801-legal-brief-6-chunk-5",,,
H86,Case Law,hard,scenario_application,A creator is unsure whether a commercial relationship exists because the brand offered only non-cash benefits. Which case discussed in the Hub is especially relevant?,Peek & Cloppenburg is particularly relevant to the question of non-cash value connected to advertising.,non-cash benefit | advertising relationship,Peek & Cloppenburg,,False,False,Legal brief 6 | Legal brief 3,"af0abd28e801-legal-brief-6-chunk-5: This was explained by the Court of Justice of the European Union in the Peek and Cloppenburg case, where advertising services were offered in exchange for copyright-protected photos. [Legal brief 6] | af0abd28e801-legal-brief-3-chunk-17: whether the seller had a legal status which enabled her to engage in commercial activities and to what extent the online sale was connected to the seller's commercial or professional activity, [Legal brief 3]","non-cash benefit -> af0abd28e801-legal-brief-6-chunk-5, af0abd28e801-legal-brief-3-chunk-17",,,
I87,Media Law & Self-Regulation,medium,conceptual,Does complying with consumer law automatically make media-law rules irrelevant?,No. The Hub says consumer law and media law can apply at the same time.,multiple legal regimes can apply simultaneously,no,,False,False,Legal brief 4 | Legal brief 7,"af0abd28e801-legal-brief-4-chunk-3: The application of consumer law will not lead to media law not being applicable. [Legal brief 4] | af0abd28e801-legal-brief-7-chunk-1: When you sell goods and services to your consumer audience, you need to make sure that they receive what they were promised within a reasonable time, according to your agreement, and that the quality of what they ordered reflects both of your expectations. [Legal brief 7]","multiple legal regimes can apply simultaneously -> af0abd28e801-legal-brief-4-chunk-3, af0abd28e801-legal-brief-7-chunk-1",,,
I88,Media Law & Self-Regulation,medium,comparison,How is industry self-regulation different from mandatory consumer and media law?,"The Hub describes consumer and media law as generally mandatory, while industry self-regulation mainly relies on voluntary compliance.",mandatory law | voluntary self-regulation,different,,False,False,Legal brief 4 | Legal brief 4,"af0abd28e801-legal-brief-4-chunk-3: European consumer law and media law will generally have a mandatory nature. [Legal brief 4] | af0abd28e801-legal-brief-4-chunk-2: In addition, the advertising industry has generally established private organisations that develop best practices for the industry as a whole - this is called self-regulation. [Legal brief 4]","mandatory law -> af0abd28e801-legal-brief-4-chunk-3, af0abd28e801-legal-brief-4-chunk-2",,,
I89,Media Law & Self-Regulation,medium,fact_retrieval,What does the AVMSD do in the influencer context described by the Hub?,It includes rules prohibiting hidden advertising and subliminal advertising techniques.,hidden advertising | subliminal techniques,prohibits,,False,False,Legal brief 4 | Legal brief 1,"af0abd28e801-legal-brief-4-chunk-2: This Directive sets out strict rules prohibiting hidden advertising, as well as subliminal techniques for advertising. [Legal brief 4] | af0abd28e801-legal-brief-1-chunk-10: Instead of learning about these rules the hard way, from consumers complaining about their rights, or letters and fines from authorities, the videos and the Influencer Law Hub can be a starting point for the legal help you may need in your business. [Legal brief 1]","hidden advertising -> af0abd28e801-legal-brief-4-chunk-2, af0abd28e801-legal-brief-1-chunk-10",,,
I90,Media Law & Self-Regulation,hard,decision_support,"If I want practical guidance on recommended disclosure wording in different European countries, what resource does Brief #4 mention?",It mentions EASA's DiscloseMe tool as a source of recommended transparency disclosures across European countries.,EASA | DiscloseMe | country-specific disclosure recommendations,consult DiscloseMe and national authorities,,False,False,Legal brief 4 | Legal brief 6,af0abd28e801-legal-brief-4-chunk-2: DiscloseMe provides users with information on recommended transparency disclosures in different European countries. [Legal brief 4] | af0abd28e801-legal-brief-6-chunk-12: You can find a concrete overview of the disclosure hashtags recommended by self-regulatory organisations by using the new DiscloseMe tool by the European Advertising Standards Alliance. [Legal brief 6],"EASA -> af0abd28e801-legal-brief-4-chunk-2, af0abd28e801-legal-brief-6-chunk-12",,,
M91,Multi-hop,hard,multi_hop,"I receive free clothing from a brand, post about it, and also sell my own clothing online. What two broad areas of the Hub should I examine?","The advertising side raises monetisation/disclosure issues, while the own-sales side raises trader, information and consumer-contract duties.",free goods can be barter/advertising | selling creates seller information duties,examine both,,True,False,Legal brief 5 | Legal brief 8,"af0abd28e801-legal-brief-5-chunk-6: b) *Barters:* you receive things (e.g. free hotel rooms, clothing) in exchange for advertising or promoting a brand - this can mean 'gifted' products and services, or public relations activities (when you are invited to a restaurant or provided with a free video game to play on YouTube). [Legal brief 5] | af0abd28e801-legal-brief-8-chunk-1: When you are a trader and you sell goods or services directly to consumers, you need to know about what information you must share with your audience, so they can decide whether to purchase those goods or services from you. [Legal brief 8]","free goods can form barter -> af0abd28e801-legal-brief-5-chunk-6, af0abd28e801-legal-brief-8-chunk-1 | seller information duties -> af0abd28e801-legal-brief-5-chunk-6, af0abd28e801-legal-brief-8-chunk-1",,,
M92,Multi-hop,hard,multi_hop,I receive an affiliate commission and also use a third party's photograph in the same sponsored post. What different legal areas should I check?,Check advertising disclosure for the affiliate relationship and IP/copyright permissions for the photograph.,affiliate marketing/disclosure | third-party copyright,check both,,True,False,Legal brief 6 | Legal brief 4,"af0abd28e801-legal-brief-6-chunk-15: The easiest is to use the features offered by the platforms you're on (but remember to do that also for affiliate marketing or barters!). [Legal brief 6] | af0abd28e801-legal-brief-4-chunk-2: In the case of influencer marketing, self-regulation has led to the development of practical guidelines that sometimes even mention what hashtags need to be added for the disclosure of advertising and where. [Legal brief 4]","affiliate marketing requires disclosure -> af0abd28e801-legal-brief-6-chunk-15, af0abd28e801-legal-brief-4-chunk-2 | third-party use may require a licence -> af0abd28e801-legal-brief-6-chunk-15, af0abd28e801-legal-brief-4-chunk-2",,,
M93,Multi-hop,hard,multi_hop,I sell an online course and promote it through paid social posts. What separate obligations should I consider?,Consider advertising disclosure for the paid promotion and consumer information duties for the online course sale.,advertising disclosure | service information duties,consider both,,True,False,Legal brief 5 | Legal brief 8,"af0abd28e801-legal-brief-5-chunk-13: Since this is not advertising that you yourself engage in, there are no specific obligations for you relating to consumer protection when it comes to this business model. [Legal brief 5] | af0abd28e801-legal-brief-8-chunk-33: These new obligations are meant to create more transparency in selling on social media and other platforms like marketplaces. [Legal brief 8]","advertising content needs disclosure -> af0abd28e801-legal-brief-5-chunk-13, af0abd28e801-legal-brief-8-chunk-33 | service features must be described -> af0abd28e801-legal-brief-5-chunk-13, af0abd28e801-legal-brief-8-chunk-33",,,
M94,Multi-hop,hard,multi_hop,A creator receives a free hotel stay for promotion and then sells a related travel guide. What legal roles can arise?,The creator can be acting as an advertiser in the hotel relationship and as a seller in relation to the guide.,barter/advertising | seller information duties,both roles,,True,False,Legal brief 7 | Legal brief 6,"af0abd28e801-legal-brief-7-chunk-16: d) be of the quantity and possess the qualities and other features, including in relation to durability, functionality, compatibility and security normal for goods of the same type and which the consumer may reasonably expect given the nature of the goods and taking into account any public statement made by or on behalf of the seller, or other persons in previous links of the chain of transactions, including the producer, particularly in advertising or on labelling.' [Legal brief 7] | af0abd28e801-legal-brief-6-chunk-6: This also includes services - for example if you are gifted a haircut, to test-drive a car or have a complimentary stay at a hotel. [Legal brief 6]","free service linked to advertising can require disclosure -> af0abd28e801-legal-brief-7-chunk-16, af0abd28e801-legal-brief-6-chunk-6 | selling goods/services creates information duties -> af0abd28e801-legal-brief-7-chunk-16, af0abd28e801-legal-brief-6-chunk-6",,,
M95,Multi-hop,hard,multi_hop,A creator has no company registration but regularly receives brand benefits and sells merchandise. How should trader status and seller obligations be analysed together?,Lack of incorporation does not automatically prevent trader status; regular commercial activity and direct sales can trigger consumer-law obligations.,natural persons can be traders | regular monetisation | direct sales information duties,potentially trader with seller obligations,,True,False,Legal brief 8 | Legal brief 1,"af0abd28e801-legal-brief-8-chunk-33: A more recent European law, called the Digital Services Act, has imposed additional information duties on traders who make contracts with consumers via digital platforms. [Legal brief 8] | af0abd28e801-legal-brief-1-chunk-2: In the European Union, traders have a lot of responsibilities, and it doesn't matter if you're a one person business or a big tech company - these obligations will be the same. [Legal brief 1]","individuals can be traders -> af0abd28e801-legal-brief-8-chunk-33, af0abd28e801-legal-brief-1-chunk-2 | regular benefits make trader status more likely -> af0abd28e801-legal-brief-8-chunk-33, af0abd28e801-legal-brief-1-chunk-2 | seller information duties -> af0abd28e801-legal-brief-8-chunk-33, af0abd28e801-legal-brief-1-chunk-2",,,
U96,Unanswerable,hard,unanswerable,What exact maximum fine will a Dutch influencer receive for a specific undisclosed Instagram advertisement?,The Hub materials do not provide enough information to determine an exact fine for a specific Dutch case.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,Legal brief 9 | Legal brief 4,"af0abd28e801-legal-brief-9-chunk-43: Directive 2001/29/EC on the harmonisation of certain aspects of copyright and related rights in the information society According to the so-called 'InfoSoc Directive' Member States must provide for appropriate sanctions and remedies in case of copyright infringements. [Legal brief 9] | af0abd28e801-legal-brief-4-chunk-2: In the case of influencer marketing, self-regulation has led to the development of practical guidelines that sometimes even mention what hashtags need to be added for the disclosure of advertising and where. [Legal brief 4]",,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U97,Unanswerable,hard,unanswerable,What exact tax amount must a Dutch influencer pay on a free product received from a brand?,The Hub is not a tax guide and does not provide an exact tax calculation for a free product.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,Legal brief 3 | Legal brief 2,"af0abd28e801-legal-brief-3-chunk-3: It means that if someone promises to pay you in a DM where you agreed on specific terms to do several posts for an amount of money, this may be legally enforceable. [Legal brief 3] | af0abd28e801-legal-brief-2-chunk-2: If you include paid product reviews, collaborate with a brand or sell your own merchandise then these laws apply to you. [Legal brief 2]",,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U98,Unanswerable,hard,unanswerable,Will the Dutch Authority for Consumers and Markets definitely fine me for my particular Instagram post?,The materials cannot establish a definite enforcement outcome for a specific person's post.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,Legal brief 8 | Legal brief 3,"af0abd28e801-legal-brief-8-chunk-2: This imbalance is even worse when consumers buy things off the Internet, without the chance to inspect or ask more questions about specific details. [Legal brief 8] | af0abd28e801-legal-brief-3-chunk-24: But the outcome of this case is still very useful because these criteria can be applied to specific situations. [Legal brief 3]",,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U99,Unanswerable,hard,unanswerable,What is the exact deadline for appealing an influencer advertising sanction in France?,The Hub's general materials do not provide enough case-specific French procedural information to answer this exactly.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,Legal brief 4 | Legal brief 6,"af0abd28e801-legal-brief-4-chunk-2: In the case of influencer marketing, self-regulation has led to the development of practical guidelines that sometimes even mention what hashtags need to be added for the disclosure of advertising and where. [Legal brief 4] | af0abd28e801-legal-brief-6-chunk-6: Advertorials are media content giving information about a product or a service in a way that may come across as objective (just like your other non-sponsored content), when in fact it includes advertising. [Legal brief 6]",,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U100,Unanswerable,hard,unanswerable,Is this exact influencer post legally compliant under every EU Member State's national law?,"The Hub explains that national rules and practices can differ, so the available material cannot support a universal Member-State-by-Member-State conclusion.",State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,Legal brief 1 | Legal brief 4,"af0abd28e801-legal-brief-1-chunk-10: Instead of learning about these rules the hard way, from consumers complaining about their rights, or letters and fines from authorities, the videos and the Influencer Law Hub can be a starting point for the legal help you may need in your business. [Legal brief 1] | af0abd28e801-legal-brief-4-chunk-3: This means that you cannot avoid the application of these rules, and not complying with them can lead to administrative punishments like fines. [Legal brief 4]",,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
